2girls,0,713683,"2個女人"
2_girls,0,713682,"2個女人"
2girl,0,713681,"2個女人,兩女"
photoshop_(medium),5,702997,"photoshop(中)"
holding,0,696989,"拿著,控股"
hold,0,696988,"拿著"
holding_object,0,696987,"拿著"
animal_ears,0,695502,"動物耳朵"
kemonomimi,0,695501,"動物耳朵"
cleavage,0,672733,"乳溝"
hair_between_eyes,0,661745,"眼間劉海,眼睛之間的頭髮"
bangs_between_eyes,0,661744,"眼間劉海"
bare_shoulders,0,637748,"裸露的肩膀,露雙肩"
bare_shoulder,0,637747,"露雙肩"
commentary,5,635624,"評論"
brown_eyes,0,632789,"棕色眼睛,棕眼,棕色的眼睛"
twintails,0,632535,"雙馬尾"
twin_tails,0,632534,"雙馬尾"
twintail,0,632532,"雙馬尾"
medium_breasts,0,624978,"中等胸部(c),中等乳房,中等胸部(C)"
jewelry,0,622350,"首飾"
sitting,0,612015,"坐著"
sit,0,612014,"坐著"
sitting_down,0,612013,"坐著"
very_long_hair,0,601723,"很長的頭髮"
hair_past_waist,0,601722,"很長的頭髮"
underwear,0,596262,"內衣"
undergarments,0,596260,"內衣"
closed_mouth,0,589051,"閉嘴,閉口"
nipples,0,575314,"乳頭"
nipple,0,575313,"乳頭"
school_uniform,0,569565,"校服,學校制服"
school_girl,0,569564,"學校制服"
school_uniforms,0,569563,"學校制服"
schoolgirl,0,569562,"學校制服"
seifuku,0,569561,"學校制服"
green_eyes,0,568502,"綠色眼睛,綠眼,綠眼睛"
blue_hair,0,547897,"藍髮,藍髮/水色發,藍色的頭髮"
standing,0,532306,"站著,站立,站立的"
purple_eyes,0,520583,"紫色眼睛,紫眼,紫色的眼睛"
collarbone,0,504733,"鎖骨"
clavicle,0,504732,"鎖骨"
collarbones,0,504730,"鎖骨"
panties,0,495559,"內褲"
pantsu,0,495557,"內褲"
monochrome,0,470985,"單色,單色畫"
monochromatic,0,470982,"單色的,單色畫"
tail,0,470651,"尾巴"
animal_tail,0,470650,"尾巴"
jacket,0,469260,"夾克衫"
translated,5,459108,"翻譯"
swimsuit,0,457313,"泳衣,泳裝"
bathing_suit,0,457312,"泳裝"
mizugi,0,457311,"泳裝"
swim_suit,0,457310,"泳裝"
swimsuits,0,457309,"泳裝"
full_body,0,446282,"全身"
closed_eyes,0,442906,"閉上眼睛"
eyes_closed,0,442905,"閉眼"
hair_ribbon,0,440003,"髮帶"
hair_ribbons,0,440002,"髮帶"
kantai_collection,3,436085,"康泰系列"
yellow_eyes,0,433326,"金眼,黃色的眼睛"
amber_eyes,0,433325,"琥珀色眼"
weapon,0,420275,"武器"
weapons,0,420274,"武器"
ponytail,0,419615,"馬尾辮"
long_ponytail,0,419614,"馬尾"
pony_tail,0,419613,"馬尾"
upper_body,0,417829,"上半身"
bust,0,417828,"上半身"
purple_hair,0,415161,"紫發,紫色頭髮"
lavender_hair,0,415160,"紫發"
white_shirt,0,413176,"白襯衫"
pink_hair,0,412002,"粉發,粉紅色的頭髮"
ass,0,411747,"屁股"
butt,0,411746,"屁股"
comic,0,405140,"漫畫"
comics,0,405139,"漫畫"
manga,0,405138,"漫畫"
braid,0,404122,"有辮子的,編織"
braided_hair,0,404121,"辮子"
braids,0,404120,"辮子"
hair_braid,0,404119,"辮子"
flower,0,400183,"花"
flowers,0,400182,"花"
ahoge,0,395736,"呆毛"
:d,0,376147,"咧嘴笑"
short_sleeves,0,375920,"短袖"
hair_bow,0,372662,"蝴蝶結髮飾,發弓"
hair_bows,0,372661,"蝴蝶結髮飾"
greyscale,0,371431,"灰白圖,純黑白色/黑白照片化/灰度"
black_and_white,0,371429,"黑白片,純黑白色/黑白照片化/灰度"
grayscale,0,371428,"灰階,純黑白色/黑白照片化/灰度"
hetero,0,369606,"異性"
white_hair,0,361604,"白髮"
male_focus,0,359240,"男性焦點"
male,0,359239,"男人"
heart,0,350239,"心"
pantyhose,0,345097,"連褲襪"
tights,0,345095,"連褲襪"
bikini,0,340940,"比基尼"
sidelocks,0,336241,"有明顯側發,耳前發,側鎖"
forelocks,0,336240,"耳前發"
payot,0,336239,"耳前發"
thighs,0,332714,"大腿"
thigh,0,332713,"大腿"
nude,0,330496,"裸體的"
naked,0,330495,"裸體的"
red_hair,0,327685,"紅髮,紅頭髮"
redhead,0,327682,"紅髮"
cowboy_shot,0,324472,"腿部以上,七分身鏡頭,牛仔射擊"
pleated_skirt,0,322440,"百褶裙"
sweat,0,322381,"汗水"
hairband,0,320155,"髮箍,頭箍,髮帶"
hair_band,0,320154,"頭箍"
multicolored_hair,0,318977,"多種髮色,多彩頭髮,五彩的頭髮"
multicolor_hair,0,318976,"多彩頭髮"
translation_request,5,318605,"翻譯請求"
earrings,0,316173,"耳環"
ear_ring,0,316168,"耳環"
ear_rings,0,316167,"耳環"
earring,0,316166,"耳環"
small_breasts,0,315987,"小胸部(b),小乳房,小胸部(B)"
grey_hair,0,314794,"灰髮,白髮"
gray_hair,0,314793,"灰髮"
boots,0,313016,"靴子,長靴"
boot,0,313015,"長靴"
naked_boots,0,313014,"長靴"
lying,0,303118,"躺著,說謊"
laying,0,303117,"躺著"
laying_down,0,303116,"躺著"
lying_down,0,303115,"躺著"
censored,0,300048,"有碼,審查"
censor,0,300047,"有碼"
censoring,0,300046,"有碼"
outdoors,0,296370,"戶外"
outdoor,0,296369,"戶外"
outside,0,296368,"戶外"
frills,0,295934,"皺邊"
frill,0,295933,"皺邊"
frilled,0,295932,"皺邊,褶邊"
frilly,0,295931,"皺邊"
ruffles,0,295930,"皺邊"
parted_lips,0,292170,"分開的嘴唇,嘴唇微張"
detached_sleeves,0,289409,"分離式袖子,袖肩分離裝"
armsleeves,0,289408,"袖肩分離裝"
detached_sleeve,0,289407,"袖肩分離裝"
naked_sleeves,0,289406,"袖肩分離裝"
one_eye_closed,0,287946,"一隻眼睛閉上,一隻眼睛閉著"
wink,0,287945,"一隻眼睛閉著"
food,0,286933,"食品"
japanese_clothes,0,282381,"和服,日本衣服"
japanese_clothing,0,282380,"和服"
traditional_japanese_clothes,0,282379,"和服"
wafuku,0,282378,"和服"
multiple_boys,0,278355,"多個男孩"
green_hair,0,278290,"綠髮,綠色的頭髮"
wings,0,277342,"翅膀,翅膀/翼"
wing,0,277341,"翅膀/翼"
open_clothes,0,275169,"敞開衣服,開啟衣服"
open_clothing,0,275168,"敞開衣服"
sky,0,271218,"天空"
necktie,0,271120,"領帶"
neck_tie,0,271119,"領帶"
tie,0,271118,"領帶"
horns,0,268888,"獸角,喇叭"
penis,0,266519,"陽具/屌,陰莖"
cock,0,266518,"陽具/屌"
cocks,0,266517,"陽具/屌"
dick,0,266516,"陽具/屌"
dicks,0,266515,"陽具/屌"
shoes,0,265277,"鞋子"
fate_(series),3,260162,"fate(系列)"
glasses,0,258562,"眼鏡,眼鏡/眼鏡娘"
megane,0,258561,"眼鏡/眼鏡娘"
meganekko,0,258560,"眼鏡/眼鏡娘"
meganeko,0,258559,"眼鏡/眼鏡娘"
shorts,0,253401,"短褲"
short_pants,0,253400,"短褲"
barefoot,0,252703,"赤腳"
bare_feet,0,252702,"赤腳"
bare_foot,0,252701,"赤腳"
barefeet,0,252700,"赤腳"
serafuku,0,246424,"水手服,瀨福"
pussy,0,245806,"陰戶,陰道"
vagina,0,245804,"陰戶"
vulva,0,245803,"陰戶"
teeth,0,245489,"牙,牙齒"
bared_teeth,0,245488,"牙"
solo_focus,0,238837,"單人焦點,獨奏焦點"
sleeveless,0,238082,"無袖"
day,0,238001,"白天"
alternate_costume,0,236618,"替代服裝,角色換裝"
alternate_outfit,0,236616,"角色換裝"
alternative_costume,0,236615,"角色換裝"
choker,0,236347,"頸圈,頸部飾品,項鍊,項圈"
tongue,0,235358,"舌頭"
tongues,0,235357,"舌頭"
pointy_ears,0,228958,"尖耳朵"
long_ears,0,228955,"尖耳"
pointed_ears,0,228954,"尖耳"
pointy_ear,0,228952,"尖耳"
socks,0,227884,"襪子,短襪"
naked_socks,0,227882,"短襪"
sock,0,227881,"短襪"
black_gloves,0,225896,"黑色手套"
elbow_gloves,0,218936,"長袖手套,肘部手套"
long_gloves,0,218935,"長袖手套"
opera_gloves,0,218934,"長袖手套"
hairclip,0,218010,"髮夾"
barrette,0,218009,"髮夾"
hair_clip,0,218008,"髮夾"
hair_clips,0,218007,"髮夾"
hairclips,0,218006,"髮夾"
fang,0,215043,"虎牙,方"
midriff,0,211220,"腹部,中腹部"
striped,0,211065,"橫條花紋,條紋"
stripes,0,211064,"橫條花紋"
puffy_sleeves,0,207646,"蓬鬆的袖子"
shiny,0,204926,"閃亮"
looking_back,0,203075,"回頭看,回眸"
looking_over_shoulder,0,203074,"回眸"
turning,0,203073,"回眸"
belt,0,202376,"腰帶"
belts,0,202375,"腰帶"
sword,0,198728,"刀,劍"
swords,0,198727,"刀"
collared_shirt,0,197795,"有領襯衫,翻領襯衫"
collared_blouse,0,197794,"翻領襯衫"
pants,0,195599,"褲子"
official_art,5,194421,"官方圖片,官方畫作,官方藝術"
artist_name,0,192428,"藝術家姓名"
cloud,0,192323,"雲"
clouds,0,192322,"雲"
indoors,0,186361,"室內"
tears,0,184656,"眼淚"
tear,0,184655,"眼淚"
cat_ears,0,184506,"貓耳朵"
nekomimi,0,184504,"貓耳"
fate/grand_order,3,183978,"fate/大訂單"
white_gloves,0,181876,"白手套"
virtual_youtuber,0,179776,"虛擬youtuber"
3girl,0,178539,"兩女"
hair_flower,0,177530,"花髮飾,發花"
flower_hair_ornament,0,177529,"發花"
flower_in_hair,0,177528,"發花"
hair_flowers,0,177527,"發花"
signature,0,177272,"含簽名"
artist_signature,0,177271,"含簽名"
autograph,0,177270,"含簽名"
signed,0,177269,"含簽名"
dark_skin,0,176102,"膚色較深,深色皮膚"
hand_up,0,175705,"舉手"
spread_legs,0,173323,"張腿,張開雙腿"
open_legs,0,173321,"張腿"
spread_leg,0,173320,"張腿"
silver_hair,0,172873,"銀髮"
cum,0,172618,"射精,精液"
cumshot,0,172617,"射精"
semen,0,172616,"射精"
sperm,0,172615,"射精"
2boys,0,170921,"2個男人"
2boy,0,170920,"2個男人,兩男"
hood,0,170424,"帽兜,兜帽,引擎蓋"
sex,0,169737,"性愛,色色"
fuck,0,169736,"性愛"
fucking,0,169735,"性愛"
idolmaster,3,168860,"偶像大師"
miniskirt,0,168572,"迷你裙"
mini_skirt,0,168571,"迷你裙"
short_skirt,0,168570,"迷你裙"
tongue_out,0,167571,"吐舌頭"
wide_sleeves,0,167392,"寬口袖子,寬袖"
on_back,0,166746,"仰臥,仰躺,背面"
lying_on_back,0,166745,"仰躺"
supine,0,166744,"仰躺"
fingerless_gloves,0,166594,"露指手套,無指手套"
fingerless_glove,0,166593,"露指手套"
blunt_bangs,0,166178,"齊劉海,鈍劉海"
bowtie,0,164885,"領結,蝴蝶領結"
bow_tie,0,164884,"蝴蝶領結"
neck_bow,0,164883,"蝴蝶領結"
black_skirt,0,164625,"黑色裙子"
armpits,0,163586,"舉手露腋,腋窩"
armpit,0,163585,"舉手露腋"
pink_eyes,0,163024,"粉紅色眼睛,粉紅色的眼睛"
english_commentary,5,163005,"英文評論"
sailor_collar,0,160457,"水手領"
medium_hair,0,158791,"中等長度頭髮,中等長髮,中等頭髮"
shoulder-length_hair,0,158790,"中等長髮"
kimono,0,158659,"和服"
pokemon,3,157511,"寵物小精靈"
water,0,154351,"水"
grey_background,0,153495,"灰色背景"
necklace,0,151304,"項鍊"
black_legwear,0,151031,"黑色腿裝,黑色褲襪"
black_thighhighs,0,151026,"黑色過膝襪,黑色長筒襪"
off_shoulder,0,147990,"衣服從肩膀滑下,露單肩,露肩"
off-shoulder,0,147989,"露單肩"
off_shoulders,0,147988,"露單肩"
chibi,0,147648,"q版,赤壁,Q版"
super_deformed,0,147647,"q版,Q版"
bag,0,146939,"包"
clothes_lift,0,146105,"掀起衣物,衣服升降機"
cape,0,145528,"披風,披肩/斗篷/披風"
from_behind,0,145487,"側視視角,背影,從後面"
viewed_from_behind,0,145486,"背影"
star_(symbol),0,145380,"星(符號)"
stomach,0,145363,"胃"
scarf,0,145354,"圍巾"
muffler,0,145353,"圍巾"
twitter_username,0,144376,"推特使用者名稱"
bra,0,143316,"胸罩,文胸"
nail_polish,0,142958,"指甲油"
orange_hair,0,142662,"橘發,橙色頭髮"
yuri,0,142648,"百合,尤里"
girl's_love,0,142647,"百合"
girl_love,0,142646,"百合"
girls_love,0,142645,"百合"
lesbian,0,142644,"百合"
shoujo-ai,0,142643,"百合"
white_dress,0,141629,"白色連衣裙"
sweatdrop,0,141422,"汗珠"
holding_weapon,0,141258,"手持武器"
black_footwear,0,141200,"黑色鞋類"
armor,0,140506,"裝甲,盔甲"
rabbit_ears,0,139273,"兔耳朵,兔子耳朵"
bunny_ears,0,139271,"兔子耳朵,兔耳"
white_panties,0,139230,"白色內褲"
mole,0,136877,"痣,鼴鼠"
beauty_mark,0,136876,"痣"
hair_over_one_eye,0,135697,"頭髮遮住一隻眼睛,頭髮遮住了一隻眼睛,一隻眼睛上的頭髮"
hair_over_eye,0,135696,"頭髮遮住了一隻眼睛"
grin,0,135287,"露齒而笑,咧嘴一笑"
uniform,0,134600,"制服"
uniforms,0,134599,"制服"
:o,0,133841,"驚訝"
:0,0,133840,"驚訝"
huge_breasts,0,133500,"巨乳(e),巨大的乳房,巨乳(E)"
huge_boobs,0,133499,"巨乳(e),巨乳(E)"
huge_tits,0,133497,"巨乳(e),巨乳(E)"
blurry,0,132946,"模糊的"
blurred,0,132945,"模糊的"
black_eyes,0,132362,"黑色眼睛,黑眼,黑眼睛"
character_name,0,132310,"人物名稱"
apron,0,132263,"圍裙"
looking_at_another,0,130747,"看著另一個人,盯著另一人"
vest,0,128632,"背心"
black_dress,0,126840,"黑色連衣裙,黑連衣裙"
arm_up,0,125800,"單抬臂,舉起手臂"
arm_raised,0,125799,"單抬臂"
one_arm_up,0,125798,"單抬臂"
raised_arm,0,125797,"單抬臂"
mosaic_censoring,0,125723,"馬賽克審查"
mosaic_censor,0,125722,"馬賽克"
pixel_censor,0,125721,"馬賽克"
rough_censoring,0,125720,"馬賽克"
high_heels,0,125612,"高跟鞋"
heels,0,125611,"高跟鞋"
vaginal,0,125586,"陰道"
red_bow,0,125049,"紅色蝴蝶結"
twin_braids,0,125048,"雙辮子"
twin_braid,0,125047,"雙辮子"
twinbraid,0,125046,"雙辮子"
twinbraids,0,125045,"雙辮子"
flat_chest,0,123020,"貧乳(a),平胸,貧乳(A)"
flat_chested,0,123019,"貧乳(a),貧乳(A)"
pettanko,0,123017,"貧乳(a),貧乳(A)"
arms_up,0,122759,"雙抬臂,舉起手臂"
arms_above,0,122758,"雙抬臂"
arms_above_head,0,122757,"雙抬臂"
arms_raised,0,122756,"雙抬臂"
hands_above_head,0,122755,"雙抬臂"
raised_arms,0,122754,"雙抬臂"
shiny_hair,0,122714,"有光澤的頭髮,閃亮的頭髮"
side_ponytail,0,121984,"側馬尾辮"
side_tail,0,121983,"側馬尾"
sidetail,0,121982,"側馬尾"
bracelet,0,121896,"手鐲,手鍊"
bracelets,0,121895,"手鐲"
collar,0,121712,"項圈,衣領"
covered_nipples,0,121585,"覆蓋的乳頭,激凸的乳頭/隱約可見的乳頭"
erect_nipple,0,121583,"激凸的乳頭/隱約可見的乳頭"
erect_nipples,0,121581,"激凸的乳頭/隱約可見的乳頭"
erect_nipples_under_clothes,0,121580,"激凸的乳頭/隱約可見的乳頭"
perky_nipples,0,121578,"激凸的乳頭/隱約可見的乳頭"
feet,0,118991,"腳"
foot,0,118990,"腳"
dated,0,118815,"日期"
from_side,0,118032,"角色的側面,從側面"
side,0,118031,"角色的側面"
side_view,0,118030,"角色的側面"
viewed_from_side,0,118029,"角色的側面"
aqua_eyes,0,117472,"青色眼睛,吐舌鬼臉,水眼"
sweater,0,115033,"毛衣"
two-tone_hair,0,114591,"兩種髮色,兩色頭髮"
speech_bubble,0,114527,"講話泡泡"
leotard,0,114043,"高叉連體緊身衣,體操服"
red_ribbon,0,112196,"紅絲帶"
two_side_up,0,111533,"披肩雙馬尾,小型雙股辮,兩側向上"
two_sides_up,0,111532,"小型雙股辮"
english_text,0,111457,"英文文字"
dark-skinned_female,0,111075,"黑皮膚女性"
open_jacket,0,110983,"開夾克"
tree,0,110120,"樹"
sketch,0,109877,"草圖,素描"
rough,0,109876,"草圖"
rough_sketch,0,109875,"草圖"
cup,0,109805,"杯子"
blue_sky,0,109339,"藍天"
puffy_short_sleeves,0,108813,"蓬鬆的短袖,蓬鬆短袖"
lips,0,108716,"嘴唇"
zettai_ryouiki,0,107347,"絕對領域"
absolute_territory,0,107346,"絕對領域"
zettai_ryouki,0,107345,"絕對領域"
blue_skirt,0,106323,"藍色裙子"
official_alternate_costume,0,104403,"官方備用服裝"
groin,0,104033,"腹股溝"
mound_of_venus,0,104030,"腹部三角帶"
coat,0,103266,"外套"
fingernails,0,103161,"指甲"
wet,0,102577,"溼的"
genshin_impact,3,102416,"原神"
cat_tail,0,102123,"貓尾巴"
v-shaped_eyebrows,0,101398,"眉毛皺成v形(表高傲或憤怒),v字眉,眉毛皺成V形(表高傲或憤怒)"
bad_twitter_id,5,101357,"錯誤的推特id"
streaked_hair,0,101072,"挑染,條染,條紋頭髮"
highlights,0,101071,"條染"
black_jacket,0,101020,"黑色夾克"
neckerchief,0,100738,"水手服的領巾,圍巾"
head_tilt,0,100424,"歪著頭,頭部傾斜"
crop_top,0,99832,"露腹短上衣,裁剪上衣"
white_legwear,0,99720,"白色腿裝,白色褲襪"
white_thighhighs,0,99715,"白色過膝襪,白色長筒襪"
see-through,0,99593,"透明裝"
seethrough,0,99591,"透明裝"
sheer_clothes,0,99590,"透明裝"
sheer_clothing,0,99589,"透明裝"
transparent_clothing,0,99588,"透明裝"
orange_eyes,0,98788,"橙色眼睛,橙色的眼鏡"
gradient,0,98281,"漸變色,(身體或肢體)傾斜"
hand_on_hip,0,98165,"單手叉腰,單手插腰,手放在臀部"
hand_on_waist,0,98164,"單手插腰"
azur_lane,3,98104,"碧藍航線"
gun,0,97949,"槍"
firearm,0,97948,"槍"
guns,0,97947,"槍"
shiny_skin,0,97431,"閃亮的皮膚"
animal_ear_fluff,0,97071,"動物耳朵絨毛"
idolmaster_cinderella_girls,3,96349,"偶像大師灰姑娘女孩"
wrist_cuffs,0,96175,"腕飾,手腕袖口"
detached_cuffs,0,96174,"腕飾"
wrist_cuff,0,96173,"腕飾"
wristcuff,0,96172,"腕飾"
wristcuffs,0,96171,"腕飾"
pillow,0,96077,"枕頭"
book,0,95815,"書"
sleeves_past_wrists,0,95421,"萌袖,袖子長過手腕,袖子過手腕"
sleeves_past_wrist,0,95420,"袖子長過手腕"
plaid,0,95011,"格子"
tartan,0,95010,"格子花紋"
looking_to_the_side,0,95005,"看向一邊,看向側面"
looking_aside,0,95004,"看向側面"
looking_to_side,0,95003,"看向側面"
torn_clothes,0,94967,"破爛衣服,撕裂的衣服"
ripped_clothes,0,94966,"破爛衣服"
ripped_clothing,0,94965,"破爛衣服"
torn_clothing,0,94964,"破爛衣服"
artist_request,5,94937,"藝術家請求"
maid,0,94840,"女僕裝,女傭"
maid_costume,0,94839,"女僕"
maid_dress,0,94838,"女僕"
maid_outfit,0,94837,"女僕"
maid_uniform,0,94836,"女僕"
maids,0,94835,"女僕"
legs,0,94507,"腿"
grey_eyes,0,94164,"灰色眼睛,灰眼,灰色的眼睛"
gray_eyes,0,94163,"灰眼"
silver_eyes,0,94162,"銀色眼睛,灰眼"
parted_bangs,0,93999,"中分,分開的劉海,分劉海"
pokemon_(game),3,93498,"寵物小精靈(遊戲)"
kneehighs,0,93476,"中筒襪,長襪,膝蓋高"
knee_socks,0,93474,"長襪"
kneehigh_socks,0,93473,"長襪"
kneesocks,0,93472,"長襪"
sash,0,93173,"和服腰上的飾帶,窗扇"
military,0,93012,"軍事"
maid_headdress,0,92606,"女僕頭飾"
maid_cachusha,0,92605,"女僕頭飾"
maid_headband,0,92604,"女僕頭飾"
black_pantyhose,0,92414,"黑色連褲襪"
cosplay,0,92051,"角色扮演"
petals,0,91785,"花瓣"
flower_petals,0,91784,"花瓣"
petal,0,91783,"花瓣"
black_panties,0,91619,"黑色內褲"
hands_up,0,90878,"舉起手來"
bare_arms,0,90755,"光著膀子"
fur_trim,0,90513,"皮草飾邊"
pubic_hair,0,90201,"陰毛"
hairy_pussy,0,90200,"陰毛"
pubes,0,90199,"陰毛"
gradient_background,0,89409,"漸變的背景,漸變背景"
symbol-shaped_pupils,0,89395,"符號形瞳孔,符號眼"
fox_ears,0,89386,"狐狸耳朵"
one-piece_swimsuit,0,89360,"一體式泳衣,連體泳衣"
one-piece,0,89359,"一體式泳衣"
loli,0,89189,"蘿莉"
lolicon,0,89188,"蘿莉"
short_shorts,0,88997,"熱褲,短褲"
booty_shorts,0,88996,"熱褲"
hot_pants,0,88995,"熱褲"
hotpants,0,88994,"熱褲"
ascot,0,88550,"領巾,阿斯科特,領巾狀領帶"
cravat,0,88549,"領巾狀領帶"
dutch_angle,0,87871,"傾斜鏡頭,德式傾斜鏡頭,荷蘭角"
black_shirt,0,87107,"黑色襯衫"
clothing_cutout,0,87061,"服裝鏤空"
eyelashes,0,85352,"睫毛"
eye_lashes,0,85351,"睫毛"
open_shirt,0,85035,"開衫"
no_humans,0,84788,"沒有人類,非人,無人"
no_human,0,84787,"無人"
bare_legs,0,84736,"光腿,裸腿"
bar_censor,0,84656,"酒吧審查員,黑條打碼"
censor_bars,0,84654,"黑條打碼"
dress_shirt,0,84293,"正裝襯衫,西服襯衫,禮服襯衫"
sparkle,0,84241,"閃耀效果,閃光"
sparkles,0,84240,"閃耀效果"
sparkling,0,84239,"閃耀效果"
mole_under_eye,0,84024,"眼角有痣,眼睛下方的痣"
window,0,83889,"視窗"
kneeling,0,83779,"跪著,下跪"
on_knees,0,83778,"下跪"
lowres,5,83651,"低解析度"
pokemon_(creature),0,83524,"寵物小精靈(生物)"
4girl,0,82438,"4女"
single_braid,0,82234,"單辮"
bodysuit,0,82016,"連體緊身衣,緊身連衣褲"
body_suit,0,82015,"緊身衣"
sleeveless_shirt,0,81849,"無袖襯衫"
hug,0,81795,"擁抱"
v,0,81652,"勝利手勢,x"
peace_sign,0,81651,"勝利手勢"
v_sign,0,81650,"勝利手勢"
no_bra,0,81328,"無胸罩,沒有胸罩"
strapless,0,81041,"無肩帶"
bell,0,80835,"鈴鐺"
bells,0,80834,"鈴鐺"
saliva,0,80784,"唾液"
drool,0,80783,"唾液"
spit,0,80782,"唾液"
double_bun,0,80626,"雙糰子頭,雙包子"
buns,0,80625,"雙糰子頭"
double_buns,0,80624,"雙糰子頭"
hair_buns,0,80623,"雙糰子頭"
twin_bun,0,80621,"雙糰子頭"
twin_buns,0,80620,"雙糰子頭"
aqua_hair,0,80439,"水色頭髮"
uncensored,0,80159,"無碼,未經審查"
uncensoring,0,80157,"無碼"
black_headwear,0,80049,"黑色頭飾"
black_ribbon,0,79781,"黑絲帶"
military_uniform,0,79091,"軍裝,軍服"
bed,0,78857,"床"
blood,0,78550,"血液"
completely_nude,0,78500,"完全裸體"
hoodie,0,77706,"連帽衫,衛衣"
hatsune_miku,4,77659,"初音未來"
sideboob,0,77602,"側臂,側乳"
side_boob,0,77601,"側乳"
side_boobs,0,77600,"側乳"
sideboobs,0,77599,"側乳"
scan,5,77541,"掃描,掃描件"
4koma,0,77129,"四格,四格漫畫"
4coma,0,77128,"四格漫畫"
pussy_juice,0,76721,"愛液,陰道液"
pussy_juice_drip,0,76720,"愛液"
vaginal_juices,0,76718,"愛液"
profile,0,76676,"側臉,個人資料"
in_profile,0,76675,"側臉"
black_bow,0,76644,"黑色蝴蝶結"
covered_navel,0,76607,"覆蓋肚臍"
tattoo,0,76518,"紋身"
tattoos,0,76516,"紋身"
skindentation,0,76414,"剝皮"
gradient_hair,0,76251,"縱向漸變髮色,漸變頭髮"
makeup,0,76191,"化妝品,濃裝"
make-up,0,76190,"濃裝"
make_up,0,76189,"濃裝"
neck_ribbon,0,75973,"系在脖子上的絲帶,頸部繫著緞帶,頸帶"
leaning_forward,0,75874,"向前傾,身體前驅,身體前傾"
thigh_strap,0,75182,"腿帶,大腿綁帶"
mask,0,74898,"面具/眼罩/口罩"
masks,0,74897,"面具/眼罩/口罩"
muscular,0,74818,"肌肉發達"
muscle,0,74817,"肌肉"
no_panties,0,74617,"無內褲,沒有內褲"
nopan,0,74616,"無內褲"
multiple_views,0,74566,"多檢視,多個檢視"
capelet,0,74472,"披肩"
witch_hat,0,74456,"女巫帽"
witches_hat,0,74455,"女巫帽"
banned_artist,1,74331,"被禁止的藝術家"
arknights,3,73750,"方舟騎士"
anus,0,73515,"菊花,肛門"
ass_hole,0,73514,"菊花"
